SAMPLE_UID	DESIGNATION	SAMPLE_NAME	PARENT_A	PARENT_B
8TNISj9nhsu3l	ICMB 101600	ICMB 101600:3		
8TNIS8KN4Sx4a	ICMB 101600	ICMB 101600:4		
8TNISVhWEn8m5	ICMB 101600	ICMB 101600:5		
8TNIS3nauHdPo	ICMB 101600	ICMB 101600:6		
8TNIScc5GRFhf	ICMB 101600	ICMB 101600:7		
8TNISy99RmOmS	ICMB 101600	ICMB 101600:8		
8TNISJpDjAHVu	ICMB 101904	ICMB 101904:1		
8TNISwJ9YUvCQ	ICMB 101904	ICMB 101904:2		
8TNISP0QCQtg7	ICMB 101904	ICMB 101904:3		
8TNIS4Y0UQofS	ICMB 101904	ICMB 101904:4		
8TNISQA5ykrfC	ICMB 101904	ICMB 101904:5		
8TNISZdvxSTwI	ICMB 101904	ICMB 101904:6		
8TNISca2p70fN	ICMB 101904	ICMB 101904:7		
8TNIS6tw2VQsL	ICMB 101904	ICMB 101904:8		
8TNISEOgjrxZo	ICMB 101827	ICMB 101827:1		
8TNISn3EPl6bD	ICMB 101827	ICMB 101827:2		
8TNIS21jx5dDA	ICMB 101827	ICMB 101827:3		
8TNISfaYbXv8m	ICMB 101827	ICMB 101827:4		
8TNISQxcBNAa6	ICMB 101378	ICMB 101378:1		
8TNISM2jUK87w	ICMB 101378	ICMB 101378:2		
8TNISJGWu07by	ICMB 101378	ICMB 101378:3		
8TNISzIKuNt4u	ICMB 101378	ICMB 101378:4		
8TNISPgbxFiGb	ICMB 101378	ICMB 101378:5		
8TNISjLpHKaky	ICMB 101378	ICMB 101378:6		
8TNISU1SaZhEb	ICMB 101378	ICMB 101378:7		
8TNISScD1JDOP	ICMB 101378	ICMB 101378:8		
8TNIS7YNLh7mp	ICMB 100114	ICMB 100114:1		
8TNISSKLbBxu2	ICMB 100114	ICMB 100114:2		
8TNISR7heQiqj	ICMB 100114	ICMB 100114:3		
8TNISqWbr7Drs	ICMB 100114	ICMB 100114:4		
8TNISGAYHDsup	ICMB 100114	ICMB 100114:5		
8TNISxytHzSvi	ICMB 100114	ICMB 100114:6		
8TNISMCtIx02Q	ICMB 100114	ICMB 100114:7		
8TNISaTPs8d7P	ICMB 100114	ICMB 100114:8		
8TNISB2RjbvHu	ICMB 101960	ICMB 101960:1		
8TNISCh99xG8z	ICMB 101960	ICMB 101960:2		
8TNISTAe1khd8	ICMB 101960	ICMB 101960:3		
8TNISCYVOzfwL	ICMB 101960	ICMB 101960:4		
8TNISBt8HkQT5	ICMB 101960	ICMB 101960:5		
8TNISbpSBV7AO	ICMB 101960	ICMB 101960:6		
8TNIS2nSMgDWm	ICMB 101960	ICMB 101960:7		
8TNISnQ5QZvg8	ICMB 101960	ICMB 101960:8		
8TNISCxczPm0D	ICMB 04222	ICMB 04222:1		
8TNIS10KjmZdj	ICMB 04222	ICMB 04222:2		
8TNISRie78QJC	ICMB 04222	ICMB 04222:3		
8TNISt4GWfss4	ICMB 04222	ICMB 04222:4		
8TNIS1fPNjzBD	ICMB 04222	ICMB 04222:5		
8TNISOIIiC3rO	ICMB 04222	ICMB 04222:6		
8TNIShfuli5Qj	ICMB 04222	ICMB 04222:7		
8TNISbBrUHvwS	ICMB 04222	ICMB 04222:8		
8TNISwfWnXRmQ	ICMB 100703	ICMB 100703:1		
8TNISr7OVdAVI	ICMB 100703	ICMB 100703:2		
8TNISG1CwraJi	ICMB 100703	ICMB 100703:3		
8TNISAjkwDeJf	ICMB 100703	ICMB 100703:4		
8TNISYAu2xN2C	ICMB 100703	ICMB 100703:5		
8TNIS5qm3DnGf	ICMB 100703	ICMB 100703:6		
8TNISKEaAEfzc	ICMB 100703	ICMB 100703:7		
8TNISKJQjCv4Y	ICMB 100703	ICMB 100703:8		
8TNISKoCaUVIc	ICMB 101412	ICMB 101412:1		
8TNISZXQknrAM	ICMB 101412	ICMB 101412:2		
8TNISkH4gJGri	ICMB 101412	ICMB 101412:3		
8TNISegnzsIQt	ICMB 101412	ICMB 101412:4		
8TNISVFUPmrfp	ICMB 101412	ICMB 101412:5		
8TNISZhwsRT25	ICMB 101412	ICMB 101412:6		
8TNIS0dFJ1oif	ICMB 101412	ICMB 101412:7		
8TNISmr716CtT	ICMB 101412	ICMB 101412:8		
8TNISgY9I92Y8	ICMB 100711	ICMB 100711:1		
8TNIS5MOCr0rz	ICMB 100711	ICMB 100711:2		
8TNISta9DLIG7	ICMB 100711	ICMB 100711:3		
8TNISkcNp2Lvt	ICMB 100711	ICMB 100711:4		
8TNISTxfpd8A6	ICMB 100711	ICMB 100711:5		
8TNISzLtcaZGz	ICMB 100711	ICMB 100711:6		
8TNIS1ia6sYUW	ICMB 100711	ICMB 100711:7		
8TNIS4VAAVbx6	ICMB 100711	ICMB 100711:8		
8TNISgjDTb5c9	ICMB 100136	ICMB 100136:1		
8TNISKerr4idT	ICMB 100136	ICMB 100136:2		
8TNISwxvYHXpU	ICMB 100136	ICMB 100136:3		
8TNISoJ2tFhuI	ICMB 100136	ICMB 100136:4		
8TNIS4cgIGAUp	ICMB 100136	ICMB 100136:5		
8TNISMpNFwGpq	ICMB 100136	ICMB 100136:6		
8TNIShYyIP6PM	ICMB 100136	ICMB 100136:7		
8TNISqRnXsiL4	ICMB 100136	ICMB 100136:8		
8TNISAsUrMLRN	ICMB 14222	ICMB 14222:1		
8TNIS56otJDOJ	ICMB 14222	ICMB 14222:2		
8TNIS70du7NPs	ICMB 14222	ICMB 14222:3		
8TNISQkeHDTIb	ICMB 14222	ICMB 14222:4		
8TNISS0oF2Gh1	ICMB 14222	ICMB 14222:5		
8TNISqFYo4V1a	ICMB 14222	ICMB 14222:6		
8TNISWmUfluOD	ICMB 14222	ICMB 14222:7		
8TNISNsNv0cbN	ICMB 14222	ICMB 14222:8		
8TNISajHlD7So	ICMB 14222	ICMB 14222:9		
8TNISEweh8znr	ICMB 14222	ICMB 14222:10		
8TNIS0nNyVA6x	ICMB 14222	ICMB 14222:11		
8TNISE2np6UMa	ICMB 14222	ICMB 14222:12		
8TNISbXLEZ4Po	ICMB 14222	ICMB 14222:13		
8TNISfZazDxVM	ICMB 14222	ICMB 14222:14		
8TNIS16QC2BiK	ICMB 14222	ICMB 14222:15		
8TNIS1kfbeu3K	ICMB 14222	ICMB 14222:16		
8TNISHZomgYnx	ICMB 17555	ICMB 17555:1		
8TNISExh1ceXy	ICMB 17555	ICMB 17555:2		
8TNISmmxukBcy	ICMB 17555	ICMB 17555:3		
8TNISdeyAlQ5k	ICMB 17555	ICMB 17555:4		
8TNIS2IpWrxwB	ICMB 17555	ICMB 17555:5		
8TNISfvdJ091D	ICMB 17555	ICMB 17555:6		
8TNISwAzXU1cF	ICMB 17555	ICMB 17555:7		
8TNISfRSusLCD	ICMB 17555	ICMB 17555:8		
8TNIScnosiJgb	ICMB 18444	ICMB 18444:1		
8TNIS42LiOrx5	ICMB 18444	ICMB 18444:2		
8TNISWae2ggGw	ICMB 18444	ICMB 18444:3		
8TNISufltung1	ICMB 17333	ICMB 17333:1		
8TNISz5GWmwYs	ICMB 17333	ICMB 17333:2		
8TNISASuUdDww	ICMB 17333	ICMB 17333:3		
8TNISpcc5nE14	ICMB 17333	ICMB 17333:4		
8TNISBTmwAKsZ	ICMB 17333	ICMB 17333:5		
8TNISih2sOIDR	ICMB 17333	ICMB 17333:6		
8TNISnDSH88DQ	ICMB 17333	ICMB 17333:7		
8TNISQBve9pEN	ICMB 17333	ICMB 17333:8		
8TNIS9VINVvKP	ICMB 18777	ICMB 18777:1		
8TNISmFzkf8ob	ICMB 18777	ICMB 18777:2		
8TNIS8inR10Gm	ICMB 18777	ICMB 18777:3		
8TNISVA7GwN1l	ICMB 18777	ICMB 18777:4		
8TNIS1meHHTDi	ICMB 18777	ICMB 18777:5		
8TNISDoNTmmWq	ICMB 18777	ICMB 18777:6		
8TNISiaiWuuOU	ICMB 18777	ICMB 18777:7		
8TNISk5EShbZX	ICMB 18777	ICMB 18777:8		
8TNISRPX2mhQb	ICMB 10111	ICMB 10111:1		
8TNISMogT8XZe	ICMB 10111	ICMB 10111:2		
8TNISVRU0LHMu	ICMB 10111	ICMB 10111:3		
8TNIS4LFZXKaQ	ICMB 10111	ICMB 10111:4		
8TNISsMU4JjXy	ICMB 10111	ICMB 10111:5		
8TNISAKa0jCDa	ICMB 10111	ICMB 10111:6		
8TNISB8tjz8h4	ICMB 10111	ICMB 10111:7		
8TNISdtnG9MBQ	ICMB 10111	ICMB 10111:8		
8TNISQgp0Xz8E	ICMB 08666	ICMB 08666:1		
8TNISc9IAyOKW	ICMB 08666	ICMB 08666:2		
8TNISMfGBBfMG	ICMB 08666	ICMB 08666:3		
8TNISKEcdq2h1	ICMB 08666	ICMB 08666:4		
8TNISjCqDraRZ	ICMB 08666	ICMB 08666:5		
8TNISv9t7yMlO	ICMB 08666	ICMB 08666:6		
8TNISv1OPcsur	ICMB 08666	ICMB 08666:7		
8TNISsvuKz1Fi	ICMB 08666	ICMB 08666:8		
8TNIS8l9rVGe7	ICMB 99555	ICMB 99555:1		
8TNIShFRnKrc9	ICMB 99555	ICMB 99555:2		
8TNISBHFBtYcc	ICMB 99555	ICMB 99555:3		
8TNISphRx7Fk2	ICMB 99555	ICMB 99555:4		
8TNIS7P8TY74j	ICMB 99555	ICMB 99555:5		
8TNISRZCtwe5T	ICMB 99555	ICMB 99555:6		
8TNISPBcOqenE	ICMB 99555	ICMB 99555:7		
8TNIS1uvWhJKv	ICMB 99555	ICMB 99555:8		
8TNISLDrRsjOq	ICMB 18888	ICMB 18888:1		
8TNISS1Mmjt7f	ICMB 18888	ICMB 18888:2		
8TNIS9Zy1oQch	ICMB 18888	ICMB 18888:3		
8TNISIvFsx8jv	ICMB 18888	ICMB 18888:4		
8TNISQjY4farX	ICMB 18888	ICMB 18888:5		
8TNISJA8w9v4z	ICMB 18888	ICMB 18888:6		
8TNISP75G4zNW	ICMB 18888	ICMB 18888:7		
8TNISELpV4eRq	ICMB 18888	ICMB 18888:8		
8TNISFwrb7c7E	ICMB 1508	ICMB 1508:5		
8TNISVQMjhPYT	ICMB 1508	ICMB 1508:6		
8TNISf7WV18Kg	ICMB 1508	ICMB 1508:7		
8TNISzFaxHTfd	ICMB 1508	ICMB 1508:8		
8TNISfmGPjhhl	ICMB 1508	ICMB 1508:9		
8TNISEI9tF308	ICMB 1508	ICMB 1508:10		
8TNIS0hNpz0od	ICMB 1508	ICMB 1508:11		
8TNISO9FlweS7	ICMB 1508	ICMB 1508:12		
8TNISwJ9km0Kg	ICMB 101881	ICMB 101881:9		
8TNISMKOF82JR	ICMB 101881	ICMB 101881:10		
8TNIS4nkkirwP	ICMB 101881	ICMB 101881:11		
8TNISFqc5u7BG	ICMB 101881	ICMB 101881:12		
8TNISFRYaFM8a	ICMB 101881	ICMB 101881:13		
8TNISvrkiVt64	ICMB 101881	ICMB 101881:14		
8TNISYdKe7CgP	ICMB 101881	ICMB 101881:15		
8TNISJsCbuo0s	ICMB 101881	ICMB 101881:16		
8TNISSUMdTtvz	ICMB 101792	ICMB 101792:9		
8TNIS111zDaXD	ICMB 101792	ICMB 101792:10		
8TNISIv7KADYu	ICMB 101792	ICMB 101792:11		
8TNISLSeCMsre	ICMB 101792	ICMB 101792:12		
8TNIS9BrpNlED	ICMB 101792	ICMB 101792:13		
8TNISd88k9s89	ICMB 101792	ICMB 101792:14		
8TNISwhS0mvcF	ICMB 101792	ICMB 101792:15		
8TNISdcz9J8Uw	ICMB 101792	ICMB 101792:16		
8TNISzttXz3WS	ICMB 101867	ICMB 101867:7		
8TNIS2CEmUYQl	ICMB 101867	ICMB 101867:8		
8TNISPIug7w99	ICMB 101867	ICMB 101867:9		
8TNISvH0Poi7H	ICMB 101867	ICMB 101867:10		
8TNISeeQgcUPm	ICMB 101867	ICMB 101867:11		
8TNISJ3coev7j	ICMB 101867	ICMB 101867:12		
8TNIS29R1CQmB	ICMB 101867	ICMB 101867:13		
8TNISyybIW5WT	ICMB 101867	ICMB 101867:14		
8TNISzKqSspSK	ICMB 101771	ICMB 101771:1		
8TNISdtUbKjRD	ICMB 101771	ICMB 101771:2		
8TNISuj4p8w3q	ICMB 101771	ICMB 101771:3		
8TNISC7394c0T	ICMB 101771	ICMB 101771:4		
8TNISJmvwAK9f	ICMB 101771	ICMB 101771:5		
8TNISQvercgqB	ICMB 101771	ICMB 101771:6		
8TNISAdyIJxCJ	ICMB 101771	ICMB 101771:7		
8TNIShf7p7OQ5	ICMB 101771	ICMB 101771:8		
8TNISlZ0INuUQ	ICMB 101779	ICMB 101779:1		
8TNIS6kf4TUlR	ICMB 101779	ICMB 101779:2		
8TNISiakGLOIi	ICMB 101779	ICMB 101779:3		
8TNISnJDthR0R	ICMB 101779	ICMB 101779:4		
8TNISfTmYdjip	ICMB 101779	ICMB 101779:5		
8TNISzWoV31yf	ICMB 101779	ICMB 101779:6		
8TNISQITtHiqz	ICMB 101779	ICMB 101779:7		
8TNISYcSgESVg	ICMB 101779	ICMB 101779:8		
8TNIS17xYpy23	ICMB 101784	ICMB 101784:1		
8TNISux15bgI7	ICMB 101784	ICMB 101784:2		
8TNISkm1DwjGK	ICMB 101784	ICMB 101784:3		
8TNISCc0batck	ICMB 101784	ICMB 101784:4		
8TNISmgnIFIXO	ICMB 101784	ICMB 101784:5		
8TNISQck28mdP	ICMB 101784	ICMB 101784:6		
8TNISR3uVM17I	ICMB 101784	ICMB 101784:7		
8TNISyYOTMQ87	ICMB 101784	ICMB 101784:8		
8TNISPcFrze6J	ICMB 101879	ICMB 101879:1		
8TNISSXLkTsPn	ICMB 101879	ICMB 101879:2		
8TNIS70JQVwFK	ICMB 101879	ICMB 101879:3		
8TNISSDG0HTBF	ICMB 101879	ICMB 101879:4		
8TNISNLKNFwlz	ICMB 101879	ICMB 101879:5		
8TNISStlnfseW	ICMB 101879	ICMB 101879:6		
8TNISzHKWcDEI	ICMB 101879	ICMB 101879:7		
8TNIS8Wd1BOQY	ICMB 101879	ICMB 101879:8		
8TNISb7jZ8kzm	ICMB 101888	ICMB 101888:1		
8TNISLHHQYuAk	ICMB 101888	ICMB 101888:2		
8TNISkic2PMTU	ICMB 101888	ICMB 101888:3		
8TNISfHmUBSD3	ICMB 101888	ICMB 101888:4		
8TNISlY1UYwNW	ICMB 101888	ICMB 101888:5		
8TNISTXyzJnrt	ICMB 101888	ICMB 101888:6		
8TNISzCjKUZEB	ICMB 101888	ICMB 101888:7		
8TNISSkqdpvHY	ICMB 101888	ICMB 101888:8		
8TNISJCYWsEib	ICMB 1508	ICMB 1508:1		
8TNISqB1QdX6S	ICMB 1508	ICMB 1508:2		
8TNIScd5xhU2J	ICMB 1508	ICMB 1508:3		
8TNISYrUPtuHM	ICMB 1508	ICMB 1508:4		
8TNISOPKntxH6	ICMB 101793	ICMB 101793:1		
8TNISiyXmUN7F	ICMB 101793	ICMB 101793:2		
8TNISluqwkW1B	ICMB 101793	ICMB 101793:3		
8TNISkjBEZZCJ	ICMB 101793	ICMB 101793:4		
8TNISgxOvh8y8	ICMB 101793	ICMB 101793:5		
8TNISALjH65xQ	ICMB 101793	ICMB 101793:6		
8TNISdlq1QA77	ICMB 101793	ICMB 101793:7		
8TNISE7V3vYj9	ICMB 101793	ICMB 101793:8		
8TNISqlBc3Itj	ICMB 101795	ICMB 101795:1		
8TNISSwxy9v5P	ICMB 101795	ICMB 101795:2		
8TNIS1DK3JBLw	ICMB 101795	ICMB 101795:3		
8TNIS9EKoP8c4	ICMB 101795	ICMB 101795:4		
8TNIS6QYa6sHa	ICMB 101795	ICMB 101795:5		
8TNISI4YdxE40	ICMB 101795	ICMB 101795:6		
8TNISRvdKDY5V	ICMB 101795	ICMB 101795:7		
8TNISW2XOuG9v	ICMB 101795	ICMB 101795:8		
8TNISo6mvC5vc	ICMB 101797	ICMB 101797:1		
8TNISTM5Cs5S7	ICMB 101797	ICMB 101797:2		
8TNISeMsWBGfg	ICMB 101797	ICMB 101797:3		
8TNISHn2SYqbG	ICMB 101797	ICMB 101797:4		
8TNISmW5SIHgs	ICMB 101797	ICMB 101797:5		
8TNIS4NaKG4CS	ICMB 101797	ICMB 101797:6		
8TNIS7TSQZTJ3	ICMB 101797	ICMB 101797:7		
8TNISNRknOEzz	ICMB 101797	ICMB 101797:8		
8TNISwKZA1H51	ICMR 100094	ICMR 100094:1		
8TNISxVDykfLW	ICMR 100094	ICMR 100094:2		
8TNISgWaiqofb	ICMR 100094	ICMR 100094:3		
8TNISxiZVM4CM	ICMR 100094	ICMR 100094:4		
8TNIS5b9ERDLc	ICMR 100094	ICMR 100094:5		
8TNIScjb4AnNH	ICMR 100094	ICMR 100094:6		
8TNISBuxzovio	ICMR 100094	ICMR 100094:7		
8TNISfWi1DMIg	ICMR 100094	ICMR 100094:8		
8TNISi4Mtcrvl	ICMR 102542	ICMR 102542:9		
8TNISPgM02qfH	ICMR 102542	ICMR 102542:10		
8TNISfVdsxORS	ICMR 102542	ICMR 102542:11		
8TNISTxfuyrZu	ICMR 102542	ICMR 102542:12		
8TNISGy7loWpH	ICMR 102542	ICMR 102542:13		
8TNISOrYUnP9d	ICMR 102542	ICMR 102542:14		
8TNIS6e69L4ik	ICMR 102542	ICMR 102542:15		
8TNISKiMHDxcw	ICMR 102542	ICMR 102542:16		
8TNISMpP3b0tW	ICMR 100072	ICMR 100072:1		
8TNISgUP6VNz7	ICMR 100072	ICMR 100072:2		
8TNISqyNQq6zB	ICMR 100072	ICMR 100072:3		
8TNISK5oxLGtV	ICMR 100072	ICMR 100072:4		
8TNISNzT4cir0	ICMR 100072	ICMR 100072:5		
8TNISgpqCj6mC	ICMR 100072	ICMR 100072:6		
8TNIS05d9VEhF	ICMR 100072	ICMR 100072:7		
8TNIStVtPRibM	ICMR 100072	ICMR 100072:8		
8TNIS5TONO2FL	ICMR 100004	ICMR 100004:1		
8TNIS3x6xmSmr	ICMR 100004	ICMR 100004:2		
8TNISQIo6GWsg	ICMR 100004	ICMR 100004:3		
8TNISPPeKsOVT	ICMR 100004	ICMR 100004:4		
8TNIS7AJw8m3d	ICMR 100004	ICMR 100004:5		
8TNISxrbFgGFC	ICMR 100004	ICMR 100004:6		
8TNISsJrobEdJ	ICMR 100004	ICMR 100004:7		
8TNISyUNvijv6	ICMR 100004	ICMR 100004:8		
8TNIS8jvNC8PS	ICMR 102612	ICMR 102612:1		
8TNISFSE07Kgj	ICMR 102612	ICMR 102612:2		
8TNISmZCkwaMh	ICMR 102612	ICMR 102612:3		
8TNISb9d7TCra	ICMR 102612	ICMR 102612:4		
8TNISfQ72uGgl	ICMR 102612	ICMR 102612:5		
8TNISqmPIcMFN	ICMR 102612	ICMR 102612:6		
8TNISIgnV2evh	ICMR 102612	ICMR 102612:7		
8TNISkKNcWD46	ICMR 102612	ICMR 102612:8		
8TNISekK1I75O	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:1		
8TNIS85WOP1iN	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:2		
8TNISZFbNgMWF	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:3		
8TNISMB5dYAjd	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:4		
8TNISfh3y7XUR	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:5		
8TNISgpi1PxGH	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:6		
8TNISHSHLauL4	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:7		
8TNISX7sMKHdS	RDC Composite 1401 (RM2)-HS140-1-1-1-1	RDC Composite 1401 (RM2)-HS140-1-1-1-1:8		
8TNISKWn8g2E7	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:1		
8TNISyJ4ufVUF	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:2		
8TNIS4H0Q8ylY	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:3		
8TNISKrTdT5cL	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:4		
8TNISFLGJGEis	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:5		
8TNISNYpNfYjq	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:6		
8TNISXsz2gIYI	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:7		
8TNISqDUB8zDB	RDC Composite 1401 (RM2)-HS158-2-1-2-4	RDC Composite 1401 (RM2)-HS158-2-1-2-4:8		
8TNISkHJTztbu	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:1		
8TNISoLyDcbX0	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:2		
8TNIS1ysPHSLj	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:3		
8TNISxC7TjYFn	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:4		
8TNIScKnV7I1b	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:5		
8TNISrBi16obO	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:6		
8TNISOlZjLY0g	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:7		
8TNISgXndXb31	RDC Composite 1401 (RM2)-HS522-4-3-1-1	RDC Composite 1401 (RM2)-HS522-4-3-1-1:8		
8TNISq2y1Rfsv	ICMR 102613	ICMR 102613:1		
8TNISijuKs97K	ICMR 102613	ICMR 102613:2		
8TNIS3jAE2YCU	ICMR 102613	ICMR 102613:3		
8TNISzoVRRmJG	ICMR 102613	ICMR 102613:4		
8TNISg90d5KUI	ICMR 102613	ICMR 102613:5		
8TNISm8M2CyOM	ICMR 102613	ICMR 102613:6		
8TNIS71b3chBJ	ICMR 102613	ICMR 102613:7		
8TNISkWIEzX7z	ICMR 102613	ICMR 102613:8		
8TNISgX3jMjp4	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:1		
8TNIShf6Vnx1K	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:2		
8TNISdsKo8Xdu	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:3		
8TNISRRTqAEJb	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:4		
8TNISXj6fgHPK	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:5		
8TNIS0qB9AVPF	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:6		
8TNISqu7sn0G9	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:7		
8TNISLFwlOAxv	ICMX 1511323-B-12-2	ICMX 1511323-B-12-2:8		
8TNISispyVGyZ	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:1		
8TNISSCi5J4Nx	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:2		
8TNISK2P4ME8i	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:3		
8TNISaEmvmuEX	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:4		
8TNISnP814aPZ	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:5		
8TNISS61CR8Ms	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:6		
8TNISFhHev4EF	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:7		
8TNISzdeSWXeL	ICMX 1511327-B-4-1	ICMX 1511327-B-4-1:8		
8TNISK22H2srg	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:1		
8TNISXScvO1U0	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:2		
8TNIShslwL1Qb	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:3		
8TNISPvwdqUEk	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:4		
8TNISY9cZSPpG	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:5		
8TNISKyeV0UpZ	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:6		
8TNISUw2SSKtN	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:7		
8TNISUDeFCdDf	ICMX 1510532-SB-2-17-2	ICMX 1510532-SB-2-17-2:8		
8TNISxQGOUyNz	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:1		
8TNISZNdwUL6W	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:2		
8TNISWMcWOQUq	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:3		
8TNISEjLCP4U2	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:4		
8TNISBTc2H9er	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:5		
8TNISC8nGiruO	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:6		
8TNISweV0UF9C	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:7		
8TNISpSC2sye1	ICMX 1510548-SB-9-1-1	ICMX 1510548-SB-9-1-1:8		
8TNISSfNWyw3W	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:1		
8TNISF0LPOOEQ	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:2		
8TNISeOJCMIiF	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:3		
8TNIS6xPpak5F	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:4		
8TNISyF64EN2u	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:5		
8TNISACAE7qyi	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:6		
8TNISHU9KBDaM	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:7		
8TNISYhi8pz85	ICMX 1510552-SB-9-5-2	ICMX 1510552-SB-9-5-2:8		
8TNISXogwoS1f	ICMR 102614	ICMR 102614:1		
8TNISiP2LfLqb	ICMR 102614	ICMR 102614:2		
8TNIScgRm7PbZ	ICMR 102614	ICMR 102614:3		
8TNIS6Q5Tk60o	ICMR 102614	ICMR 102614:4		
8TNISjiiKVVqO	ICMR 102614	ICMR 102614:5		
8TNISDOc5H0yJ	ICMR 102614	ICMR 102614:6		
8TNISvMCGeksD	ICMR 102614	ICMR 102614:7		
8TNISKVwaGyfJ	ICMR 102614	ICMR 102614:8		
8TNIS2mduWXzj	ICMX 1510020-SB-3-1-2	ICMX 1510020-SB-3-1-2:1		
8TNISFVhTSTHT	ICMX 1510020-SB-3-1-2	ICMX 1510020-SB-3-1-2:2		
8TNISGIkW5z1v	ICMX 1510020-SB-3-1-2	ICMX 1510020-SB-3-1-2:3		
8TNISNx33Y7Nr	ICMX 1510020-SB-3-1-2	ICMX 1510020-SB-3-1-2:4		
8TNISweNxv5ww	ICMX 1510020-SB-3-1-2	ICMX 1510020-SB-3-1-2:5		
8TNISIyewsFoW	ICMR 102615	ICMR 102615:1		
